ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$);Preço Total (R$)
1906;;latinha;7.47;6.7;50.05
1907;;óleo;36.9;1.7;62.73
1908;;aluminio;44.92;6.2;278.5
1909;;PET PEAD;24.37;2.7;65.8
1910;;vidro;6.05;1.0;6.05
1911;;placa eletronica;6.46;38.9;251.29
1912;;latinha;11.63;6.7;77.92
1913;;latinha;45.01;6.7;301.57
1914;;chumbo;15.88;8.5;134.98
1915;;PP CRISTAL;43.3;3.2;138.56
1916;;óleo;9.49;1.7;16.13
1917;;chumbo;49.76;8.5;422.96
1918;2021-01-07;bateria;8.03;5.9;47.38
1919;2021-01-07;alto impacto;41.01;1.1;45.11
1920;2021-02-07;bloco;27.31;8.3;226.67
1921;2021-02-07;aluminio;8.01;5.8;46.46
1922;2021-02-07;arquivo;5.62;0.7;3.93
1923;2021-02-07;arquivo;40.22;0.7;28.15
1924;2021-02-07;papelão;29.99;0.7;20.99
1925;2021-02-07;bateria;25.45;5.9;150.16
1926;2021-02-07;bateria;23.08;5.9;136.17
1927;2021-02-07;latinha;6.05;6.3;38.11
1928;2021-02-07;alto impacto;33.78;1.1;37.16
1929;2021-02-07;aço;26.63;6.2;165.11
1930;2021-02-07;PP CRISTAL;49.79;3.0;149.37
1931;2021-02-07;alto impacto;46.79;1.1;51.47
1932;2021-05-07;PP PRETO;2.16;1.7;3.67
1933;2021-05-07;PP COLORIDO;17.7;1.7;30.09
1934;2021-05-07;PP PRETO;46.71;1.7;79.41
1935;2021-05-07;vidro;5.11;0.9;4.6
1936;2021-05-07;placa eletronica;19.53;41.5;810.5
1937;2021-05-07;cobre;11.31;45.8;518.0
1938;2021-05-07;cobre;21.95;45.8;1005.31
1939;2021-05-07;ferro;17.19;1.0;17.19
1940;2021-06-07;papelão;12.46;0.7;8.72
1941;2021-06-07;PP CRISTAL;5.73;3.0;17.19
1942;2021-06-07;PP CRISTAL;26.04;3.0;78.12
1943;2021-06-07;PP CRISTAL;6.16;3.0;18.48
1944;2021-06-07;latinha;43.85;6.3;276.26
1945;2021-07-07;papelão;42.94;0.7;30.06
1946;2021-07-07;óleo;40.26;1.8;72.47
1947;2021-07-07;arquivo;47.62;0.7;33.33
1948;2021-07-07;latinha;28.6;6.3;180.18
1949;2021-07-07;ferro;39.56;1.0;39.56
1950;2021-07-07;bloco;14.07;8.3;116.78
1951;2021-07-07;PET PEAD;45.82;2.6;119.13
1952;2021-07-07;aço;46.52;6.2;288.42
1953;2021-07-07;PP PRETO;49.64;1.7;84.39
1954;2021-07-07;ferro;35.12;1.0;35.12
1955;2021-07-07;placa eletronica;14.15;41.5;587.22
1956;2021-07-07;latinha;32.31;6.3;203.55
1957;2021-07-07;PP CRISTAL;11.05;3.0;33.15
1958;2021-07-07;óleo;22.76;1.8;40.97
1959;2021-07-07;alto impacto;47.1;1.1;51.81
1960;2021-07-07;óleo;5.95;1.8;10.71
1961;2021-07-07;alto impacto;29.3;1.1;32.23
1962;2021-07-07;chumbo;49.91;9.0;449.19
1963;2021-07-07;cobre;23.83;45.8;1091.41
1964;2021-07-07;placa eletronica;44.46;41.5;1845.09
1965;2021-07-07;arquivo;28.5;0.7;19.95
1966;2021-07-07;placa eletronica;40.91;41.5;1697.76
1967;2021-07-07;chumbo;15.82;9.0;142.38
1968;2021-08-07;latinha;49.52;6.3;311.98
1969;2021-08-07;ferro;20.45;1.0;20.45
1970;2021-09-07;placa eletronica;5.11;41.5;212.07
1971;2021-09-07;ferro;28.64;1.0;28.64
1972;2021-09-07;aço;17.15;6.2;106.33
1973;2021-09-07;vidro;38.47;0.9;34.62
1974;2021-09-07;cobre;24.3;45.8;1112.94
1975;2021-09-07;PP PRETO;20.25;1.7;34.42
1976;2021-12-07;PP COLORIDO;9.08;1.7;15.44
1977;2021-12-07;PP CRISTAL;23.79;3.0;71.37
1978;2021-12-07;óleo;6.18;1.8;11.12
1979;2021-12-07;arquivo;10.76;0.7;7.53
1980;2021-12-07;PP COLORIDO;45.87;1.7;77.98
1981;2021-12-07;alto impacto;2.17;1.1;2.39
1982;2021-12-07;ferro;36.1;1.0;36.1
1983;;PP PRETO;14.79;1.7;25.14
1984;;aço;20.04;6.2;124.25
1985;;bloco;47.42;8.3;393.59
1986;;arquivo;20.31;0.7;14.22
1987;;latinha;39.05;6.3;246.02
1988;;óleo;45.94;1.8;82.69
1989;;óleo;31.17;1.8;56.11
1990;;aço;0.18;6.2;1.12
1991;;PP BRANCO;19.29;1.8;34.72
1992;;PET PEAD;34.5;2.6;89.7
1993;;chumbo;23.0;9.0;207.0
1994;;papelão;44.57;0.7;31.2
1995;;PP BRANCO;25.31;1.8;45.56
1996;;PP BRANCO;12.01;1.8;21.62
1997;;alto impacto;17.18;1.1;18.9
1998;;chumbo;37.35;9.0;336.15
1999;;PP CRISTAL;39.62;3.0;118.86
2000;;placa eletronica;16.8;41.5;697.2
2001;;papelão;13.62;0.7;9.53
2002;;placa eletronica;46.94;41.5;1948.01
2003;;cobre;9.98;45.8;457.08
2004;;chumbo;49.12;9.0;442.08
2005;;bloco;40.16;8.3;333.33
2006;;vidro;38.19;0.9;34.37
2007;;PP COLORIDO;1.47;1.7;2.5
2008;;cobre;38.67;45.8;1771.09
2009;;latinha;4.4;6.3;27.72
2010;;vidro;5.39;0.9;4.85
2011;;bateria;3.82;5.9;22.54
2012;;PET PEAD;20.84;2.6;54.18
2013;;PP BRANCO;8.09;1.8;14.56
2014;;PP PRETO;6.11;1.7;10.39
2015;;vidro;11.86;0.9;10.67
2016;;PP PRETO;12.84;1.7;21.83
2017;;PP BRANCO;17.49;1.8;31.48
2018;;alto impacto;25.36;1.1;27.9
2019;;cobre;30.94;45.8;1417.05
2020;;placa eletronica;11.23;41.5;466.04
2021;;arquivo;26.15;0.7;18.3
2022;;placa eletronica;42.44;41.5;1761.26
2023;;PP COLORIDO;35.96;1.7;61.13
2024;;bloco;7.56;8.3;62.75
2025;;arquivo;41.86;0.7;29.3
2026;;vidro;21.74;0.9;19.57
2027;;aço;25.6;6.2;158.72
2028;;chumbo;48.06;9.0;432.54
2029;;PET PEAD;12.02;2.6;31.25
2030;;PP PRETO;37.69;1.7;64.07
2031;;vidro;21.98;0.9;19.78
2032;;vidro;1.43;0.9;1.29
2033;;vidro;12.54;0.9;11.29
2034;;óleo;48.21;1.8;86.78
2035;;arquivo;33.21;0.7;23.25
2036;;PP CRISTAL;37.91;3.0;113.73
2037;;ferro;33.14;1.0;33.14
2038;;aço;27.92;6.2;173.1
2039;;cobre;19.59;45.8;897.22
2040;;PP COLORIDO;42.65;1.7;72.5
2041;;arquivo;27.75;0.7;19.42
2042;;óleo;49.32;1.8;88.78
2043;;alto impacto;34.2;1.1;37.62
2044;;ferro;12.0;1.0;12.0
2045;;ferro;49.96;1.0;49.96
2046;;arquivo;43.28;0.7;30.3
2047;;papelão;40.54;0.7;28.38
2048;;PP BRANCO;4.41;1.8;7.94
2049;;bloco;13.05;8.3;108.32
2050;;PET PEAD;34.99;2.6;90.97
2051;;ferro;49.83;1.0;49.83
2052;;PP CRISTAL;25.49;3.0;76.47
2053;;bloco;44.72;8.3;371.18
2054;;chumbo;18.86;9.0;169.74
2055;;PP COLORIDO;20.9;1.7;35.53
2056;;PET PEAD;26.17;2.6;68.04
2057;;papelão;11.01;0.7;7.71
2058;;PP CRISTAL;19.7;3.0;59.1
2059;;óleo;21.05;1.8;37.89
2060;;aluminio;29.13;5.8;168.95
2061;;aço;6.62;6.2;41.04
2062;;chumbo;20.62;9.0;185.58
2063;;latinha;11.79;6.3;74.28
2064;;bateria;43.67;5.9;257.65
2065;;papelão;38.95;0.7;27.26
2066;;vidro;2.7;0.9;2.43
2067;;PP BRANCO;18.57;1.8;33.43
2068;;PP BRANCO;3.72;1.8;6.7
2069;;cobre;12.73;45.8;583.03
2070;;alto impacto;1.84;1.1;2.02
2071;;aluminio;40.0;5.8;232.0
2072;;placa eletronica;31.18;41.5;1293.97
2073;;bloco;19.87;8.3;164.92
2074;;arquivo;48.14;0.7;33.7
2075;;arquivo;49.85;0.7;34.89
2076;;vidro;47.49;0.9;42.74
2077;;chumbo;9.61;9.0;86.49
2078;;óleo;30.27;1.8;54.49
2079;;PET PEAD;41.3;2.6;107.38
2080;;PP COLORIDO;29.64;1.7;50.39
2081;;bloco;22.14;8.3;183.76
2082;;arquivo;28.82;0.7;20.17
2083;;papelão;7.78;0.7;5.45
2084;;chumbo;1.22;9.0;10.98
2085;;aluminio;35.54;5.8;206.13
2086;;bateria;1.2;5.9;7.08
2087;;arquivo;14.43;0.7;10.1
2088;;PET PEAD;24.44;2.6;63.54
2089;;arquivo;12.17;0.7;8.52
2090;;PP BRANCO;37.53;1.8;67.55
2091;;PP PRETO;27.57;1.7;46.87
2092;;PP COLORIDO;47.47;1.7;80.7
2093;;PP PRETO;3.14;1.7;5.34
2094;;aluminio;11.22;5.8;65.08
2095;;PP BRANCO;7.27;1.8;13.09
2096;;aço;40.03;6.2;248.19
2097;;PP BRANCO;2.66;1.8;4.79
2098;;aço;23.62;6.2;146.44
2099;;óleo;9.53;1.8;17.15
2100;;cobre;31.15;45.8;1426.67
2101;;aço;4.98;6.2;30.88
2102;;aluminio;17.23;5.8;99.93
2103;;aço;47.89;6.2;296.92
2104;;placa eletronica;7.57;41.5;314.16
2105;;PP PRETO;49.4;1.7;83.98
2106;;aluminio;9.55;5.8;55.39
2107;;bateria;17.19;5.9;101.42
2108;;arquivo;22.65;0.7;15.85
2109;;arquivo;3.24;0.7;2.27
2110;;bloco;33.57;8.3;278.63
2111;;bloco;14.56;8.3;120.85
2112;;PET PEAD;40.74;2.6;105.92
2113;;alto impacto;9.21;1.1;10.13
2114;;bateria;15.29;5.9;90.21
2115;;alto impacto;16.85;1.1;18.54
2116;;ferro;24.56;1.0;24.56
2117;;PP PRETO;47.75;1.7;81.18
2118;;vidro;39.86;0.9;35.87
2119;;vidro;6.69;0.9;6.02
2120;;alto impacto;12.02;1.1;13.22
2121;;PP CRISTAL;20.84;3.0;62.52
2122;;latinha;25.58;6.3;161.15
2123;;vidro;49.55;0.9;44.6
2124;;ferro;1.49;1.0;1.49
2125;;PP CRISTAL;24.77;3.0;74.31
2126;;bloco;27.01;8.3;224.18
2127;;PP COLORIDO;26.08;1.7;44.34
2128;;PP BRANCO;24.66;1.8;44.39
2129;;chumbo;20.21;9.0;181.89
2130;;chumbo;9.56;9.0;86.04
2131;;PET PEAD;4.93;2.6;12.82
2132;;placa eletronica;4.82;41.5;200.03
2133;;vidro;6.24;0.9;5.62
2134;;óleo;45.79;1.8;82.42
2135;;papelão;32.97;0.7;23.08
2136;;PP CRISTAL;2.64;3.0;7.92
2137;;PP PRETO;14.44;1.7;24.55
2138;;PET PEAD;9.51;2.6;24.73
2139;;arquivo;37.06;0.7;25.94
2140;;PET PEAD;16.27;2.6;42.3
2141;;vidro;45.91;0.9;41.32
2142;;ferro;22.03;1.0;22.03
2143;;arquivo;15.85;0.7;11.1
2144;;papelão;25.86;0.7;18.1
2145;;chumbo;33.87;9.0;304.83
2146;;aço;2.03;6.2;12.59
2147;;aço;32.39;6.2;200.82
2148;;PP BRANCO;7.02;1.8;12.64
2149;;PET PEAD;14.02;2.6;36.45
2150;;bloco;40.73;8.3;338.06
2151;;PP CRISTAL;22.27;3.0;66.81
2152;;bateria;19.35;5.9;114.17
2153;;placa eletronica;16.63;41.5;690.14
2154;;PP CRISTAL;20.13;3.0;60.39
2155;;PP BRANCO;19.59;1.8;35.26
2156;;latinha;44.81;6.3;282.3
2157;;ferro;5.69;1.0;5.69
2158;;PET PEAD;46.4;2.6;120.64
2159;;PET PEAD;25.51;2.6;66.33
2160;;latinha;16.37;6.3;103.13
2161;;aço;35.17;6.2;218.05
2162;;ferro;10.54;1.0;10.54
2163;;placa eletronica;7.39;41.5;306.68
2164;;aço;9.16;6.2;56.79
2165;;chumbo;31.44;9.0;282.96
2166;;placa eletronica;14.72;41.5;610.88
2167;;bateria;26.36;5.9;155.52
2168;;alto impacto;32.62;1.1;35.88
2169;;ferro;12.06;1.0;12.06
2170;;PET PEAD;20.01;2.6;52.03
2171;;PP BRANCO;29.76;1.8;53.57
2172;;bloco;15.08;8.3;125.16
2173;;alto impacto;36.35;1.1;39.99
2174;;óleo;45.14;1.8;81.25
2175;;PP BRANCO;20.86;1.8;37.55
2176;;alto impacto;45.18;1.1;49.7
2177;;vidro;12.08;0.9;10.87
2178;;alto impacto;37.66;1.1;41.43
2179;;chumbo;17.15;9.0;154.35
2180;;PP PRETO;26.9;1.7;45.73
2181;;arquivo;23.78;0.7;16.65
2182;;arquivo;10.71;0.7;7.5
2183;;PP COLORIDO;0.44;1.7;0.75
2184;;PP PRETO;1.01;1.7;1.72
2185;;arquivo;19.22;0.7;13.45
2186;;cobre;42.19;45.8;1932.3
2187;;bloco;33.39;8.3;277.14
2188;;óleo;4.38;1.8;7.88
2189;;bateria;42.18;5.9;248.86
2190;;PP CRISTAL;14.44;3.0;43.32
2191;;PET PEAD;5.18;2.6;13.47
2192;;ferro;23.72;1.0;23.72
2193;;papelão;43.98;0.7;30.79
2194;;óleo;10.08;1.8;18.14
2195;;PP BRANCO;48.87;1.8;87.97
2196;;aluminio;47.21;5.8;273.82
2197;;PP CRISTAL;3.74;3.0;11.22
2198;;ferro;15.32;1.0;15.32
2199;;PET PEAD;49.18;2.6;127.87
2200;;alto impacto;11.56;1.1;12.72
2201;;PP BRANCO;38.15;1.8;68.67
2202;;latinha;38.05;6.3;239.71
2203;;papelão;17.39;0.7;12.17
2204;2021-02-08;bateria;45.62;5.5;250.91
2205;2021-02-08;bateria;28.65;5.5;157.57
2206;2021-02-08;PP CRISTAL;45.42;2.8;127.18
2207;2021-02-08;papelão;34.76;0.7;24.33
2208;2021-02-08;PP BRANCO;39.03;1.9;74.16
2209;2021-02-08;PET PEAD;4.5;2.7;12.15
2210;2021-02-08;latinha;36.81;5.9;217.18
2211;2021-02-08;papelão;46.32;0.7;32.42
2212;2021-02-08;bateria;9.92;5.5;54.56
2213;2021-02-08;aluminio;23.2;6.2;143.84
2214;2021-02-08;placa eletronica;47.51;39.1;1857.64
2215;2021-02-08;chumbo;25.32;8.5;215.22
2216;2021-02-08;latinha;10.08;5.9;59.47
2217;2021-02-08;arquivo;41.87;0.8;33.5
2218;2021-02-08;papelão;12.74;0.7;8.92
2219;2021-02-08;latinha;29.97;5.9;176.82
2220;2021-02-08;placa eletronica;9.9;39.1;387.09
2221;2021-02-08;PP COLORIDO;2.92;1.8;5.26
2222;2021-02-08;arquivo;0.17;0.8;0.14
2223;2021-03-08;PP BRANCO;49.01;1.9;93.12
2224;2021-03-08;chumbo;12.69;8.5;107.86
2225;2021-03-08;papelão;7.79;0.7;5.45
2226;2021-03-08;PP BRANCO;41.05;1.9;77.99
2227;2021-03-08;óleo;24.09;2.0;48.18
2228;2021-03-08;bateria;48.04;5.5;264.22
2229;2021-03-08;ferro;18.32;1.1;20.15
2230;2021-03-08;aço;13.32;5.8;77.26
2231;2021-03-08;latinha;28.51;5.9;168.21
2232;2021-03-08;alto impacto;23.55;1.2;28.26
2233;2021-03-08;PP PRETO;26.26;1.8;47.27
2234;2021-03-08;PP COLORIDO;12.69;1.8;22.84
2235;2021-03-08;papelão;38.58;0.7;27.01
2236;2021-03-08;alto impacto;23.79;1.2;28.55
2237;2021-03-08;PP PRETO;30.69;1.8;55.24
2238;2021-03-08;alto impacto;13.74;1.2;16.49
2239;2021-03-08;ferro;34.2;1.1;37.62
2240;2021-04-08;PP BRANCO;33.4;1.9;63.46
2241;2021-04-08;PP CRISTAL;17.54;2.8;49.11
2242;2021-04-08;bateria;28.3;5.5;155.65
2243;2021-04-08;bloco;20.44;8.7;177.83
2244;2021-04-08;PP PRETO;25.59;1.8;46.06
2245;2021-04-08;arquivo;24.96;0.8;19.97
2246;2021-04-08;cobre;4.05;43.0;174.15
2247;2021-04-08;PET PEAD;41.8;2.7;112.86
2248;2021-04-08;PP PRETO;16.94;1.8;30.49
2249;2021-04-08;PP COLORIDO;38.12;1.8;68.62
2250;2021-04-08;papelão;47.48;0.7;33.24
2251;2021-04-08;latinha;6.88;5.9;40.59
2252;2021-04-08;ferro;24.95;1.1;27.44
2253;2021-04-08;aluminio;32.23;6.2;199.83
2254;2021-04-08;PET PEAD;1.47;2.7;3.97
2255;2021-04-08;PP BRANCO;2.81;1.9;5.34
2256;2021-04-08;aço;37.79;5.8;219.18
2257;2021-04-08;latinha;44.25;5.9;261.08
2258;2021-04-08;placa eletronica;33.64;39.1;1315.32
2259;2021-04-08;ferro;22.52;1.1;24.77
2260;2021-04-08;chumbo;15.66;8.5;133.11
2261;2021-04-08;papelão;14.37;0.7;10.06
2262;2021-04-08;latinha;35.94;5.9;212.05
2263;2021-04-08;arquivo;40.63;0.8;32.5
2264;2021-04-08;aço;41.53;5.8;240.87
2265;2021-04-08;vidro;49.55;1.0;49.55
2266;2021-05-08;placa eletronica;45.8;39.1;1790.78
2267;2021-05-08;arquivo;25.41;0.8;20.33
2268;2021-05-08;óleo;10.9;2.0;21.8
2269;2021-05-08;PP PRETO;9.16;1.8;16.49
2270;2021-05-08;alto impacto;26.05;1.2;31.26
2271;2021-05-08;alto impacto;1.33;1.2;1.6
2272;2021-05-08;aluminio;40.57;6.2;251.53
2273;2021-05-08;PP CRISTAL;37.07;2.8;103.8
2274;2021-05-08;cobre;43.63;43.0;1876.09
2275;2021-05-08;ferro;12.75;1.1;14.02
2276;2021-05-08;PP PRETO;1.72;1.8;3.1
2277;2021-05-08;PET PEAD;26.26;2.7;70.9
2278;2021-05-08;arquivo;31.09;0.8;24.87
2279;2021-05-08;chumbo;0.24;8.5;2.04
2280;2021-05-08;chumbo;32.93;8.5;279.9
2281;2021-05-08;ferro;6.2;1.1;6.82
2282;2021-05-08;arquivo;38.17;0.8;30.54
2283;2021-05-08;PP PRETO;44.54;1.8;80.17
2284;2021-05-08;aço;18.52;5.8;107.42
2285;2021-05-08;cobre;23.14;43.0;995.02
2286;2021-05-08;arquivo;20.65;0.8;16.52
2287;2021-05-08;arquivo;8.87;0.8;7.1
2288;2021-05-08;aluminio;15.48;6.2;95.98
2289;2021-05-08;vidro;21.61;1.0;21.61
2290;2021-06-08;vidro;47.33;1.0;47.33
2291;2021-06-08;cobre;26.69;43.0;1147.67
2292;2021-06-08;cobre;32.65;43.0;1403.95
2293;2021-06-08;vidro;48.47;1.0;48.47
2294;2021-06-08;vidro;16.76;1.0;16.76
2295;2021-06-08;vidro;42.68;1.0;42.68
2296;2021-06-08;PP COLORIDO;30.68;1.8;55.22
2297;2021-06-08;óleo;26.87;2.0;53.74
2298;2021-06-08;papelão;31.26;0.7;21.88
2299;2021-06-08;PP PRETO;7.45;1.8;13.41
2300;2021-06-08;óleo;28.42;2.0;56.84
2301;2021-06-08;PP BRANCO;49.78;1.9;94.58
2302;2021-06-08;latinha;40.15;5.9;236.89
2303;2021-06-08;PP BRANCO;34.13;1.9;64.85
2304;2021-06-08;alto impacto;32.5;1.2;39.0
2305;2021-06-08;bloco;24.04;8.7;209.15
2306;2021-06-08;PP BRANCO;6.73;1.9;12.79
2307;2021-06-08;aço;30.17;5.8;174.99
2308;2021-06-08;PET PEAD;0.16;2.7;0.43
2309;2021-06-08;alto impacto;41.0;1.2;49.2
2310;2021-06-08;vidro;27.42;1.0;27.42
2311;2021-06-08;PET PEAD;33.12;2.7;89.42
2312;2021-06-08;arquivo;9.13;0.8;7.3
2313;2021-09-08;alto impacto;10.56;1.2;12.67
2314;2021-09-08;PP PRETO;16.85;1.8;30.33
2315;2021-09-08;alto impacto;38.51;1.2;46.21
2316;2021-09-08;papelão;48.03;0.7;33.62
2317;2021-09-08;PP CRISTAL;41.8;2.8;117.04
2318;2021-09-08;PP CRISTAL;39.03;2.8;109.28
2319;2021-09-08;alto impacto;18.02;1.2;21.62
2320;2021-09-08;bateria;25.46;5.5;140.03
2321;2021-09-08;ferro;43.97;1.1;48.37
2322;2021-09-08;cobre;37.68;43.0;1620.24
2323;2021-09-08;placa eletronica;45.18;39.1;1766.54
2324;2021-09-08;ferro;37.76;1.1;41.54
2325;2021-09-08;arquivo;20.8;0.8;16.64
2326;2021-09-08;aço;15.32;5.8;88.86
2327;2021-09-08;PP BRANCO;33.33;1.9;63.33
2328;2021-09-08;PET PEAD;40.21;2.7;108.57
2329;2021-09-08;aluminio;11.53;6.2;71.49
2330;2021-09-08;bloco;14.67;8.7;127.63
2331;2021-10-08;PP CRISTAL;16.62;2.8;46.54
2332;2021-10-08;PP BRANCO;21.54;1.9;40.93
2333;2021-10-08;alto impacto;43.56;1.2;52.27
2334;2021-10-08;bloco;16.53;8.7;143.81
2335;2021-10-08;PP BRANCO;40.51;1.9;76.97
2336;2021-10-08;arquivo;14.13;0.8;11.3
2337;2021-10-08;arquivo;35.44;0.8;28.35
2338;2021-10-08;PP PRETO;21.78;1.8;39.2
2339;2021-10-08;PP CRISTAL;9.64;2.8;26.99
2340;2021-10-08;bateria;2.28;5.5;12.54
2341;2021-10-08;PP BRANCO;11.99;1.9;22.78
2342;2021-10-08;vidro;33.8;1.0;33.8
2343;2021-11-08;arquivo;31.28;0.8;25.02
2344;2021-11-08;bateria;22.41;5.5;123.26
2345;2021-11-08;alto impacto;25.63;1.2;30.76
2346;2021-11-08;PP PRETO;42.07;1.8;75.73
2347;2021-11-08;óleo;1.04;2.0;2.08
2348;2021-11-08;aluminio;35.25;6.2;218.55
2349;2021-11-08;PET PEAD;23.06;2.7;62.26
2350;2021-11-08;chumbo;49.2;8.5;418.2
2351;2021-11-08;chumbo;4.39;8.5;37.32
2352;2021-11-08;óleo;26.64;2.0;53.28
2353;2021-11-08;PP BRANCO;47.07;1.9;89.43
2354;2021-11-08;alto impacto;8.63;1.2;10.36
2355;2021-11-08;óleo;47.38;2.0;94.76
2356;2021-11-08;PP PRETO;35.28;1.8;63.5
2357;2021-11-08;alto impacto;31.41;1.2;37.69
2358;2021-11-08;latinha;31.32;5.9;184.79
2359;2021-11-08;aço;43.84;5.8;254.27
2360;2021-11-08;placa eletronica;13.5;39.1;527.85
2361;2021-11-08;vidro;17.08;1.0;17.08
2362;2021-11-08;PP PRETO;48.78;1.8;87.8
2363;2021-11-08;bloco;24.29;8.7;211.32
2364;2021-11-08;PP COLORIDO;5.28;1.8;9.5
2365;2021-12-08;vidro;36.03;1.0;36.03
2366;2021-12-08;bloco;34.25;8.7;297.97
2367;2021-12-08;PP BRANCO;37.82;1.9;71.86
2368;2021-12-08;arquivo;24.52;0.8;19.62
2369;2021-12-08;PP PRETO;18.45;1.8;33.21
2370;2021-12-08;bloco;48.26;8.7;419.86
2371;2021-12-08;arquivo;24.42;0.8;19.54
2372;2021-12-08;alto impacto;11.69;1.2;14.03
2373;2021-12-08;PP PRETO;7.66;1.8;13.79
2374;2021-12-08;cobre;6.0;43.0;258.0
2375;2021-12-08;óleo;16.91;2.0;33.82
2376;2021-12-08;aluminio;27.41;6.2;169.94
2377;2021-12-08;PP CRISTAL;21.85;2.8;61.18
2378;2021-12-08;PET PEAD;49.29;2.7;133.08
2379;2021-12-08;PP BRANCO;46.62;1.9;88.58
2380;2021-12-08;vidro;3.5;1.0;3.5
2381;2021-12-08;alto impacto;1.48;1.2;1.78
2382;2021-12-08;papelão;4.12;0.7;2.88
2383;2021-12-08;latinha;27.67;5.9;163.25
2384;2021-12-08;latinha;2.41;5.9;14.22
2385;2021-12-08;vidro;27.32;1.0;27.32
2386;;alto impacto;27.54;1.2;33.05
2387;;cobre;6.43;43.0;276.49
2388;;PP CRISTAL;9.47;2.8;26.52
2389;;papelão;4.97;0.7;3.48
2390;;bateria;6.19;5.5;34.04
2391;;ferro;20.54;1.1;22.59
2392;;PP COLORIDO;33.75;1.8;60.75
2393;;PP COLORIDO;37.58;1.8;67.64
2394;;arquivo;40.4;0.8;32.32
2395;;latinha;25.06;5.9;147.85
2396;;PP COLORIDO;23.13;1.8;41.63
2397;;PET PEAD;46.33;2.7;125.09
2398;;vidro;38.66;1.0;38.66
2399;;arquivo;21.31;0.8;17.05
2400;;alto impacto;24.22;1.2;29.06
2401;;latinha;43.97;5.9;259.42
2402;;PP PRETO;49.05;1.8;88.29
2403;;cobre;15.81;43.0;679.83
2404;;PP CRISTAL;19.77;2.8;55.36
2405;;alto impacto;36.61;1.2;43.93
2406;;ferro;2.54;1.1;2.79
2407;;PET PEAD;40.45;2.7;109.22
2408;;alto impacto;37.53;1.2;45.04
2409;;aluminio;2.86;6.2;17.73
2410;;PET PEAD;17.24;2.7;46.55
2411;;bloco;41.03;8.7;356.96
2412;;papelão;25.88;0.7;18.12
2413;;placa eletronica;28.65;39.1;1120.21
2414;;aluminio;15.07;6.2;93.43
2415;;aluminio;15.54;6.2;96.35
2416;;óleo;40.77;2.0;81.54
2417;;latinha;3.48;5.9;20.53
2418;;bloco;10.29;8.7;89.52
2419;;aluminio;21.27;6.2;131.87
2420;;aluminio;42.86;6.2;265.73
2421;;óleo;15.51;2.0;31.02
2422;;PP BRANCO;17.93;1.9;34.07
2423;;bloco;36.4;8.7;316.68
2424;;PP COLORIDO;37.71;1.8;67.88
2425;;chumbo;7.84;8.5;66.64
2426;;PET PEAD;41.14;2.7;111.08
2427;;placa eletronica;16.52;39.1;645.93
2428;;PP BRANCO;26.91;1.9;51.13
2429;;PP COLORIDO;11.17;1.8;20.11
2430;;placa eletronica;20.6;39.1;805.46
2431;;latinha;49.27;5.9;290.69
2432;;chumbo;32.19;8.5;273.62
2433;;aço;12.56;5.8;72.85
2434;;bloco;27.09;8.7;235.68
2435;;papelão;8.02;0.7;5.61
2436;;aço;28.58;5.8;165.76
2437;;PP BRANCO;28.22;1.9;53.62
2438;;vidro;20.04;1.0;20.04
2439;;ferro;31.08;1.1;34.19
2440;;bloco;31.49;8.7;273.96
2441;;ferro;28.81;1.1;31.69
2442;;aço;1.33;5.8;7.71
2443;;papelão;8.85;0.7;6.19
2444;;bloco;10.54;8.7;91.7
2445;;aluminio;42.23;6.2;261.83
2446;;arquivo;37.01;0.8;29.61
2447;;cobre;47.21;43.0;2030.03
2448;;PP CRISTAL;9.16;2.8;25.65
2449;;óleo;18.4;2.0;36.8
2450;;óleo;0.11;2.0;0.22
2451;;PET PEAD;18.64;2.7;50.33
2452;;PP CRISTAL;32.83;2.8;91.92
2453;;PP PRETO;10.83;1.8;19.49
2454;;PP COLORIDO;48.64;1.8;87.55
2455;;óleo;26.93;2.0;53.86
2456;;vidro;28.79;1.0;28.79
2457;;PP COLORIDO;17.87;1.8;32.17
2458;;aluminio;24.92;6.2;154.5
2459;;alto impacto;41.44;1.2;49.73
2460;;PP BRANCO;21.78;1.9;41.38
2461;;arquivo;47.57;0.8;38.06
2462;;PET PEAD;29.83;2.7;80.54
2463;;arquivo;16.04;0.8;12.83
2464;;PP CRISTAL;37.2;2.8;104.16
2465;;ferro;46.25;1.1;50.88
2466;;cobre;39.38;43.0;1693.34
2467;;PP PRETO;47.12;1.8;84.82
2468;;óleo;16.57;2.0;33.14
2469;;PP BRANCO;46.64;1.9;88.62
2470;;vidro;29.45;1.0;29.45
2471;;PP CRISTAL;31.36;2.8;87.81
2472;;PP PRETO;16.97;1.8;30.55
2473;;PP CRISTAL;12.27;2.8;34.36
2474;;óleo;24.2;2.0;48.4
2475;;bloco;6.41;8.7;55.77
2476;;cobre;28.51;43.0;1225.93
2477;;chumbo;4.15;8.5;35.28
2478;;latinha;6.16;5.9;36.34
2479;;óleo;22.7;2.0;45.4
2480;;ferro;32.35;1.1;35.59
2481;;PP BRANCO;1.0;1.9;1.9
2482;;latinha;18.1;5.9;106.79
2483;;vidro;38.2;1.0;38.2
2484;;ferro;44.54;1.1;48.99
