Data da Compra;Quantidade (kg);Nome do Material;Preço Total (R$);Margem de Lucro (%);Valor de Revenda (R$)
2021-05-17;16.91;chumbo;170.79;0.31;223.29
2021-05-17;35.38;aluminio;331.86;0.35;448.54
2021-05-17;10.41;ferro;16.86;0.36;22.95
2021-05-18;18.27;arquivo;20.1;0.4;28.08
2021-05-18;5.63;PVC vidro;620.65;0.32;816.59
2021-05-18;21.69;arquivo;23.43;0.41;32.93
2021-05-18;9.48;ferro;14.98;0.43;21.45
2021-05-18;35.82;bloco;379.33;0.37;518.92
2021-05-18;33.07;cobre;1967.66;0.35;2646.97
2021-05-18;30.54;arquivo;34.2;0.45;49.52
2021-05-18;5.91;bateria;40.13;0.43;57.31
2021-05-18;11.29;aluminio;104.32;0.4;145.56
2021-05-18;19.43;PP CRISTAL;74.42;0.33;98.97
2021-05-18;40.4;bateria;275.93;0.34;369.66
2021-05-18;4.47;placa eletronica;249.65;0.42;354.64
2021-05-18;14.96;PP COLORIDO;31.27;0.42;44.38
2021-05-18;12.29;latinha;137.77;0.31;180.96
2021-05-19;25.36;papelão;26.88;0.35;36.32
2021-05-19;44.37;cobre;2577.45;0.33;3416.91
2021-05-19;14.49;cobre;894.18;0.32;1176.57
2021-05-19;37.91;óleo;100.08;0.31;130.9
2021-05-19;2.66;aço;20.08;0.37;27.47
2021-05-19;27.12;chumbo;281.78;0.33;373.86
2021-05-19;30.95;placa eletronica;1620.54;0.4;2276.35
2021-05-19;44.9;PP BRANCO;139.19;0.44;201.04
2021-05-19;34.5;bloco;379.16;0.42;537.39
2021-05-19;39.15;aluminio;370.75;0.36;504.98
2021-05-19;2.96;alto impacto;4.11;0.44;5.92
2021-05-19;16.23;latinha;186.32;0.45;269.48
2021-05-19;16.62;papelão;18.12;0.38;24.98
2021-05-19;19.82;latinha;227.53;0.34;305.23
2021-05-19;20.04;PP CRISTAL;81.36;0.44;116.98
2021-05-19;0.61;PP CRISTAL;2.39;0.43;3.41
2021-05-19;42.19;vidro;55.69;0.37;76.06
2021-05-19;30.67;bloco;327.86;0.44;472.74
2021-05-19;15.5;PET PEAD;54.1;0.32;71.17
2021-05-19;29.39;PP COLORIDO;57.6;0.39;80.1
2021-05-20;44.02;chumbo;437.56;0.31;571.36
2021-05-20;28.67;bloco;298.45;0.39;414.28
2021-05-20;15.47;chumbo;160.42;0.43;229.84
2021-05-21;24.14;PP CRISTAL;96.08;0.44;138.24
2021-05-22;47.65;PP PRETO;81.96;0.43;117.09
2021-05-22;8.17;aluminio;78.6;0.3;102.44
2021-05-22;12.11;PVC vidro;1336.94;0.39;1859.98
2021-05-22;25.96;PP COLORIDO;52.18;0.32;68.96
2021-05-22;32.13;aluminio;300.42;0.44;431.84
2021-05-22;22.75;ferro;35.72;0.32;47.0
2021-05-22;17.95;bateria;121.16;0.37;166.11
2021-05-22;36.51;chumbo;373.5;0.43;532.92
2021-05-22;44.06;aço;322.52;0.36;439.99
2021-05-22;25.19;placa eletronica;1389.73;0.44;1998.22
2021-05-22;17.78;vidro;24.54;0.38;33.96
2021-05-23;40.37;placa eletronica;2155.35;0.37;2946.96
2021-05-23;2.57;alto impacto;3.37;0.42;4.78
2021-05-23;49.08;PP COLORIDO;97.18;0.36;132.27
2021-05-23;10.26;vidro;13.85;0.37;19.01
2021-05-23;22.59;cobre;1353.82;0.41;1911.61
2021-05-23;46.81;ferro;74.43;0.35;100.72
2021-05-23;18.69;PP BRANCO;58.5;0.34;78.28
2021-05-23;29.19;chumbo;303.28;0.35;410.75
2021-05-23;20.97;latinha;233.61;0.36;318.1
2021-05-23;47.81;bateria;326.54;0.37;446.35
2021-05-23;47.97;aluminio;448.52;0.39;624.41
2021-05-23;22.6;PVC vidro;2480.8;0.34;3320.93
2021-05-23;7.45;PP COLORIDO;14.6;0.33;19.39
2021-05-23;43.56;bateria;289.24;0.43;414.16
2021-05-23;23.25;arquivo;24.88;0.41;35.16
2021-05-23;22.39;arquivo;23.96;0.32;31.53
2021-05-23;37.67;PP COLORIDO;77.22;0.35;104.03
2021-05-23;8.34;bloco;87.65;0.38;120.91
2021-05-23;39.64;PET PEAD;133.98;0.33;178.81
2021-05-23;12.42;PP CRISTAL;47.82;0.41;67.22
2021-05-24;20.34;arquivo;21.36;0.41;30.1
2021-05-24;33.66;óleo;92.56;0.43;132.55
2021-05-24;20.7;ferro;32.91;0.33;43.69
2021-05-24;4.14;PET PEAD;13.62;0.32;17.96
2021-05-24;49.17;chumbo;488.26;0.39;680.46
2021-05-24;12.64;latinha;147.64;0.43;211.78
2021-05-24;25.75;óleo;70.3;0.43;100.85
2021-05-24;27.48;alto impacto;36.82;0.41;51.85
2021-05-24;9.6;óleo;26.21;0.39;36.3
2021-05-24;17.82;aluminio;169.82;0.3;221.05
2021-05-24;9.87;chumbo;100.97;0.35;136.3
2021-05-24;1.0;bloco;10.79;0.33;14.33
2021-05-25;45.8;bateria;318.77;0.35;428.89
2021-05-25;22.51;PP COLORIDO;47.05;0.3;61.27
2021-05-25;2.52;aço;18.77;0.39;26.13
2021-05-25;4.61;PET PEAD;15.81;0.32;20.88
2021-05-25;6.82;PVC vidro;750.95;0.35;1013.91
2021-05-25;24.62;vidro;32.5;0.39;45.19
2021-05-25;21.93;placa eletronica;1200.45;0.32;1588.65
2021-05-25;27.02;PET PEAD;92.14;0.42;130.46
2021-05-25;29.58;PP BRANCO;89.63;0.43;128.5
2021-05-25;33.18;PVC vidro;3693.93;0.36;5021.69
2021-05-25;49.59;aço;352.58;0.3;459.32
2021-05-25;22.03;aluminio;204.22;0.35;275.86
2021-05-26;40.79;PP PRETO;69.34;0.38;95.83
2021-05-26;40.71;PP BRANCO;120.91;0.31;158.84
2021-05-26;22.32;aço;166.28;0.39;230.35
2021-05-26;11.38;placa eletronica;626.01;0.42;888.52
2021-05-26;49.58;papelão;55.03;0.31;71.94
2021-05-26;20.61;placa eletronica;1101.81;0.32;1452.62
2021-05-26;9.77;papelão;10.75;0.36;14.62
2021-05-26;4.4;alto impacto;5.94;0.44;8.53
2021-05-26;19.27;alto impacto;26.79;0.4;37.58
2021-05-26;46.88;ferro;76.88;0.35;103.82
2021-05-26;23.07;papelão;24.22;0.38;33.5
2021-05-26;47.58;PVC vidro;5224.28;0.36;7123.76
2021-05-26;25.22;alto impacto;34.3;0.32;45.35
2021-05-26;35.78;bloco;384.28;0.41;542.68
2021-05-26;43.26;latinha;494.46;0.36;674.57
2021-05-26;2.76;aço;19.51;0.38;27.01
2021-05-26;1.84;bloco;20.13;0.36;27.29
2021-05-26;32.8;alto impacto;45.26;0.3;59.02
2021-05-26;40.39;placa eletronica;2221.05;0.44;3207.57
2021-05-26;2.87;PVC vidro;316.82;0.33;421.79
2021-05-26;6.48;PP PRETO;11.02;0.32;14.54
2021-05-27;39.05;arquivo;43.35;0.34;58.28
2021-05-27;32.24;arquivo;36.11;0.38;49.83
2021-05-27;29.01;aluminio;279.37;0.41;394.35
2021-05-27;3.07;latinha;34.48;0.4;48.34
2021-05-28;4.3;PP PRETO;7.31;0.44;10.54
2021-05-28;30.91;aço;224.72;0.4;314.42
2021-05-28;3.62;alto impacto;4.71;0.44;6.79
2021-05-28;42.71;PP COLORIDO;88.84;0.37;121.94
2021-05-28;3.18;cobre;185.36;0.4;258.88
2021-05-28;12.38;PP BRANCO;37.51;0.42;53.14
2021-05-28;23.66;PP COLORIDO;47.79;0.37;65.66
2021-05-28;13.33;óleo;35.59;0.35;48.14
2021-05-28;42.54;PET PEAD;139.53;0.38;192.69
2021-05-28;36.43;óleo;96.54;0.37;132.47
2021-05-28;49.83;bateria;346.32;0.42;491.0
2021-05-28;45.59;placa eletronica;2481.46;0.34;3320.17
2021-05-28;47.27;PET PEAD;163.08;0.43;233.48
2021-05-28;31.55;óleo;88.34;0.36;120.23
2021-05-28;49.08;papelão;52.02;0.32;68.42
2021-05-28;9.96;vidro;13.05;0.33;17.31
2021-05-28;19.59;chumbo;194.14;0.38;267.15
2021-05-29;40.89;ferro;67.88;0.36;92.52
2021-05-29;42.53;cobre;2514.37;0.34;3366.95
2021-05-29;3.05;aço;22.66;0.38;31.17
2021-05-29;41.2;papelão;45.32;0.45;65.6
2021-05-29;17.46;chumbo;173.55;0.33;231.61
2021-05-29;0.31;PET PEAD;1.02;0.41;1.44
2021-05-29;33.8;arquivo;37.18;0.4;51.89
2021-05-30;44.74;alto impacto;61.74;0.3;80.33
2021-05-30;38.3;placa eletronica;2085.05;0.41;2938.03
2021-05-30;20.89;PP CRISTAL;83.77;0.35;112.78
2021-05-30;40.7;latinha;472.53;0.4;659.18
2021-05-30;37.93;vidro;51.21;0.38;70.65
2021-05-30;8.81;alto impacto;11.81;0.33;15.74
2021-05-30;45.05;vidro;62.17;0.32;81.81
2021-05-30;39.23;bateria;273.04;0.33;363.94
2021-05-30;47.12;PP CRISTAL;183.77;0.3;239.18
2021-05-30;0.6;vidro;0.8;0.37;1.09
2021-05-30;48.17;PP BRANCO;144.51;0.38;199.15
2021-05-30;24.44;PP COLORIDO;49.37;0.39;68.39
2021-05-30;11.32;PP CRISTAL;44.83;0.43;64.2
2021-05-30;19.15;bateria;127.35;0.36;172.92
2021-05-30;13.88;PP BRANCO;41.08;0.4;57.38
2021-05-30;18.46;bloco;200.66;0.37;275.04
2021-05-30;11.69;vidro;15.43;0.37;21.18
2021-05-30;34.62;PVC vidro;3607.75;0.4;5036.7
2021-05-30;8.36;papelão;8.78;0.41;12.38
2021-05-30;11.07;óleo;29.89;0.33;39.79
2021-05-30;40.98;óleo;110.24;0.37;150.87
2021-05-30;43.26;óleo;117.67;0.41;166.34
2021-05-30;3.74;bloco;38.48;0.38;53.01
2021-05-30;4.04;PVC vidro;432.28;0.42;612.58
2021-05-30;40.06;latinha;453.08;0.38;623.34
2021-05-30;30.31;aço;213.08;0.45;308.53
2021-05-30;48.04;arquivo;49.96;0.3;65.0
2021-05-30;44.02;PP CRISTAL;173.44;0.35;234.98
2021-05-30;19.1;placa eletronica;1003.9;0.35;1353.82
2021-05-31;30.72;papelão;32.26;0.35;43.45
2021-05-31;25.3;bloco;265.14;0.32;348.8
2021-05-31;1.72;placa eletronica;93.57;0.43;134.04
2021-05-31;39.18;cobre;2362.55;0.31;3086.67
2021-05-31;11.65;ferro;18.64;0.45;27.0
2021-05-31;18.55;PP BRANCO;56.21;0.45;81.3
2021-05-31;25.93;PP PRETO;45.64;0.3;59.54
2021-05-31;7.09;aluminio;66.65;0.43;95.33
2021-05-31;29.77;PP COLORIDO;58.05;0.3;75.57
2021-05-31;33.95;arquivo;37.01;0.31;48.32
2021-05-31;33.08;alto impacto;43.33;0.32;57.1
2021-05-31;3.78;papelão;4.08;0.38;5.63
2021-05-31;33.71;PVC vidro;3747.2;0.31;4900.47
2021-05-31;14.99;latinha;173.88;0.37;237.75
2021-05-31;8.8;placa eletronica;458.74;0.31;599.47
2021-05-31;44.39;vidro;60.81;0.39;84.69
2021-05-31;41.74;óleo;110.61;0.36;150.11
2021-05-31;22.09;PP COLORIDO;43.74;0.43;62.59
2021-05-31;17.8;aço;133.86;0.39;185.67
2021-05-31;29.75;PVC vidro;3150.53;0.37;4330.97
2021-05-31;28.59;óleo;76.91;0.39;106.52
2021-05-31;35.52;PP PRETO;63.23;0.33;84.18
2021-05-31;21.21;PET PEAD;71.48;0.43;102.41
2021-06-01;34.82;PVC vidro;3689.88;0.43;5266.56
2021-06-01;42.19;aluminio;404.18;0.3;525.86
2021-06-01;6.64;PP BRANCO;20.12;0.31;26.31
2021-06-01;35.74;arquivo;38.96;0.38;53.69
2021-06-01;9.85;PP BRANCO;31.03;0.34;41.64
2021-06-01;26.94;PVC vidro;2890.93;0.44;4165.06
2021-06-01;28.5;arquivo;29.64;0.31;38.86
2021-06-01;25.29;PP BRANCO;76.63;0.41;107.71
2021-06-01;33.57;bloco;351.14;0.34;469.69
2021-06-01;39.67;PP CRISTAL;150.35;0.4;209.93
2021-06-01;26.94;papelão;28.83;0.35;39.01
2021-06-01;25.75;chumbo;267.54;0.36;363.25
2021-06-01;46.96;PP BRANCO;138.53;0.31;181.78
2021-06-02;43.47;aluminio;406.44;0.34;544.93
2021-06-02;30.89;PP PRETO;54.37;0.43;77.79
2021-06-02;7.2;PVC vidro;770.83;0.38;1060.64
2021-06-02;7.43;aço;53.05;0.33;70.64
2021-06-02;30.62;arquivo;33.99;0.39;47.25
2021-06-02;27.4;arquivo;29.87;0.37;40.83
2021-06-02;9.38;bloco;97.55;0.39;135.7
2021-06-02;37.4;placa eletronica;1965.0;0.36;2673.78
2021-06-02;13.67;ferro;22.01;0.4;30.88
2021-06-02;45.61;bloco;485.75;0.37;665.67
2021-06-02;10.53;PVC vidro;1133.24;0.38;1559.65
2021-06-02;8.39;PP PRETO;15.02;0.41;21.25
2021-06-03;15.91;óleo;43.91;0.39;60.94
2021-06-03;11.6;arquivo;12.64;0.32;16.75
2021-06-03;38.16;aço;275.52;0.42;392.24
2021-06-03;3.05;cobre;178.49;0.37;245.24
2021-06-03;7.67;cobre;462.35;0.35;625.18
2021-06-03;38.02;latinha;426.58;0.36;578.99
2021-06-03;20.96;PP COLORIDO;42.97;0.31;56.31
2021-06-03;25.82;PP PRETO;44.41;0.45;64.24
2021-06-03;27.3;PVC vidro;2849.03;0.37;3894.85
2021-06-03;36.47;cobre;2222.85;0.4;3118.71
2021-06-03;28.93;bloco;313.31;0.34;419.19
2021-06-03;34.67;PP CRISTAL;132.44;0.43;189.38
2021-06-03;20.81;arquivo;22.27;0.31;29.25
2021-06-03;5.47;PP CRISTAL;21.28;0.44;30.72
2021-06-03;18.75;ferro;31.31;0.39;43.53
2021-06-03;9.56;cobre;568.15;0.43;814.26
2021-06-03;22.19;óleo;59.91;0.42;85.12
2021-06-03;1.29;latinha;14.93;0.34;20.01
2021-06-03;17.42;alto impacto;24.39;0.3;31.77
2021-06-03;17.37;PP COLORIDO;35.43;0.32;46.94
2021-06-03;3.12;cobre;185.52;0.34;248.61
2021-06-04;14.38;aço;105.84;0.39;146.72
2021-06-04;46.75;PVC vidro;5090.14;0.42;7232.32
2021-06-04;33.28;vidro;44.26;0.37;60.8
2021-06-04;31.1;ferro;51.31;0.42;72.89
2021-06-04;36.5;papelão;39.05;0.39;54.28
2021-06-04;26.85;papelão;28.19;0.41;39.72
2021-06-05;25.79;PP PRETO;45.39;0.43;64.84
2021-06-05;9.61;vidro;13.36;0.34;17.95
2021-06-05;12.44;PP PRETO;22.39;0.36;30.54
2021-06-05;30.15;ferro;48.24;0.42;68.35
2021-06-05;23.34;cobre;1362.59;0.4;1907.59
2021-06-05;3.73;vidro;5.04;0.33;6.7
2021-06-05;47.2;PP BRANCO;146.32;0.38;202.63
2021-06-05;21.42;papelão;22.92;0.42;32.47
2021-06-05;17.77;latinha;208.8;0.31;274.37
2021-06-05;7.96;ferro;12.42;0.39;17.25
2021-06-05;36.47;arquivo;39.02;0.43;55.66
2021-06-06;27.85;latinha;325.01;0.35;438.15
2021-06-06;16.67;latinha;191.71;0.39;267.11
2021-06-06;6.82;PVC vidro;759.48;0.36;1029.45
2021-06-06;8.38;PP CRISTAL;33.35;0.36;45.42
2021-06-06;28.29;vidro;36.78;0.41;51.72
2021-06-06;11.77;cobre;682.07;0.4;957.01
2021-06-06;5.34;PET PEAD;18.0;0.34;24.11
2021-06-06;17.24;papelão;18.79;0.35;25.39
2021-06-06;32.77;bloco;352.61;0.33;467.74
2021-06-06;37.15;arquivo;40.49;0.42;57.3
2021-06-06;11.53;bloco;121.18;0.43;173.59
2021-06-06;19.01;bloco;201.13;0.45;291.59
2021-06-06;21.02;PET PEAD;70.21;0.31;91.94
2021-06-06;47.73;arquivo;50.59;0.35;68.32
2021-06-06;2.86;latinha;31.95;0.3;41.59
2021-06-06;24.95;arquivo;25.95;0.33;34.62
2021-06-06;34.57;PP COLORIDO;70.87;0.4;98.93
2021-06-06;43.57;bloco;461.41;0.33;612.11
2021-06-06;39.19;bateria;271.98;0.3;353.89
2021-06-06;11.8;PP PRETO;20.77;0.36;28.17
2021-06-06;22.31;placa eletronica;1177.97;0.33;1567.91
2021-06-07;49.94;ferro;81.9;0.4;114.98
2021-06-07;44.66;óleo;122.81;0.31;160.82
2021-06-07;25.71;aluminio;237.82;0.44;342.87
2021-06-07;32.27;aluminio;299.47;0.42;423.9
2021-06-07;8.47;PP PRETO;15.16;0.42;21.52
2021-06-07;9.21;alto impacto;12.71;0.37;17.39
2021-06-07;22.98;PP BRANCO;69.4;0.31;90.64
2021-06-07;29.88;chumbo;298.5;0.38;411.02
2021-06-07;22.4;bateria;155.9;0.32;206.53
2021-06-07;17.5;PP BRANCO;53.55;0.4;74.78
2021-06-07;39.78;bloco;421.27;0.35;567.63
2021-06-07;34.15;chumbo;350.04;0.33;465.05
2021-06-07;35.86;latinha;407.73;0.4;568.81
2021-06-07;40.86;papelão;45.35;0.43;64.91
2021-06-07;4.76;PET PEAD;15.71;0.34;21.08
2021-06-07;19.85;aluminio;192.94;0.42;273.99
2021-06-07;22.2;alto impacto;30.64;0.43;43.74
2021-06-07;18.29;PP COLORIDO;37.13;0.39;51.61
2021-06-07;34.58;aço;245.52;0.33;327.69
2021-06-07;20.39;óleo;54.24;0.35;73.0
2021-06-07;17.24;PP PRETO;30.69;0.38;42.25
2021-06-07;38.35;aço;276.5;0.38;381.6
2021-06-07;29.97;bateria;206.79;0.44;296.9
2021-06-07;3.78;PP COLORIDO;7.71;0.4;10.79
2021-06-07;43.65;bloco;470.11;0.45;681.17
2021-06-07;3.38;aluminio;30.83;0.43;44.19
2021-06-07;43.09;PP CRISTAL;162.88;0.42;231.66
2021-06-07;35.63;alto impacto;46.68;0.3;60.84
2021-06-07;31.72;óleo;86.91;0.42;123.12
2021-06-08;23.22;óleo;62.93;0.35;84.98
2021-06-08;25.49;bloco;277.33;0.37;379.4
2021-06-08;46.97;alto impacto;61.53;0.3;80.13
2021-06-08;6.81;arquivo;7.56;0.41;10.66
2021-06-08;15.16;alto impacto;20.01;0.44;28.9
2021-06-08;17.47;cobre;1004.0;0.3;1306.23
2021-06-08;0.79;papelão;0.87;0.38;1.2
2021-06-08;34.62;ferro;56.78;0.32;74.77
2021-06-08;46.53;PP COLORIDO;91.2;0.34;122.08
2021-06-08;4.96;alto impacto;6.75;0.31;8.84
2021-06-08;8.15;PVC vidro;882.89;0.4;1236.14
2021-06-08;18.65;PP BRANCO;58.0;0.41;81.59
2021-06-08;40.68;PP BRANCO;126.51;0.35;170.99
2021-06-08;15.21;latinha;173.55;0.37;238.28
2021-06-08;49.04;PVC vidro;5441.48;0.37;7446.38
2021-06-09;27.34;vidro;36.64;0.36;49.75
2021-06-09;34.84;óleo;93.02;0.41;131.26
2021-06-09;22.78;alto impacto;31.44;0.42;44.77
2021-06-09;13.56;papelão;14.64;0.4;20.54
2021-06-09;6.3;PP COLORIDO;12.79;0.33;17.0
2021-06-09;35.26;latinha;395.97;0.38;545.69
2021-06-09;29.69;aço;223.86;0.39;310.35
2021-06-09;42.2;ferro;69.21;0.38;95.63
2021-06-09;15.18;alto impacto;21.1;0.32;27.85
2021-06-09;21.15;latinha;247.24;0.31;323.67
2021-06-09;5.29;papelão;5.87;0.43;8.37
2021-06-09;9.34;bateria;63.33;0.34;84.65
2021-06-09;36.14;aluminio;344.05;0.39;476.82
2021-06-09;7.08;papelão;7.58;0.43;10.8
2021-06-09;27.09;papelão;29.8;0.44;42.77
2021-06-09;10.23;PP COLORIDO;21.18;0.41;29.79
2021-06-09;14.58;bateria;95.35;0.42;135.71
2021-06-09;10.06;PP PRETO;17.81;0.3;23.17
2021-06-09;44.57;latinha;514.34;0.41;725.87
2021-06-09;0.99;aluminio;9.48;0.32;12.48
2021-06-09;19.82;cobre;1211.99;0.39;1684.25
2021-06-10;40.8;PP CRISTAL;159.94;0.3;208.27
2021-06-10;38.64;alto impacto;51.0;0.36;69.6
2021-06-10;14.75;aço;110.33;0.44;158.52
2021-06-10;8.3;bloco;89.23;0.3;116.24
2021-06-10;2.46;óleo;6.49;0.42;9.2
2021-06-10;6.67;PET PEAD;22.01;0.38;30.34
2021-06-10;9.31;PP CRISTAL;36.87;0.34;49.31
2021-06-10;34.93;PP PRETO;62.87;0.41;88.72
2021-06-10;23.56;PP BRANCO;72.8;0.45;105.39
2021-06-10;16.35;aço;119.19;0.43;170.58
2021-06-10;27.76;placa eletronica;1491.82;0.43;2128.68
2021-06-10;46.9;bloco;506.99;0.31;663.63
2021-06-10;6.83;PP PRETO;11.95;0.39;16.57
2021-06-10;22.19;placa eletronica;1222.23;0.33;1621.91
2021-06-10;29.65;PP PRETO;51.0;0.35;69.06
2021-06-10;34.41;óleo;95.32;0.44;136.91
2021-06-10;43.9;bateria;298.96;0.42;424.02
2021-06-10;18.65;bloco;205.71;0.41;289.57
2021-06-10;10.08;bateria;69.25;0.3;90.34
2021-06-10;27.77;cobre;1705.91;0.45;2471.4
2021-06-10;7.77;bloco;83.61;0.4;116.76
2021-06-10;33.21;PET PEAD;109.26;0.31;143.58
2021-06-11;19.73;placa eletronica;1076.07;0.38;1483.61
2021-06-11;34.31;aço;259.38;0.32;341.38
2021-06-11;38.97;papelão;43.26;0.3;56.26
2021-06-12;29.64;bateria;196.81;0.32;260.65
2021-06-12;6.48;latinha;74.91;0.41;105.7
2021-06-12;40.72;PP COLORIDO;82.25;0.36;112.05
2021-06-12;1.13;arquivo;1.2;0.32;1.58
2021-06-12;14.86;latinha;166.88;0.35;225.14
2021-06-13;21.29;bateria;142.43;0.44;205.34
2021-06-13;2.92;chumbo;28.65;0.32;37.87
2021-06-13;33.96;aluminio;329.07;0.43;470.73
2021-06-13;3.5;PP PRETO;6.33;0.45;9.17
2021-06-13;2.73;PP BRANCO;8.11;0.45;11.75
2021-06-13;17.64;vidro;22.93;0.35;30.91
2021-06-13;33.7;aço;239.61;0.41;337.79
2021-06-14;32.93;aço;232.49;0.44;335.36
2021-06-14;1.02;bloco;10.69;0.43;15.27
2021-06-14;42.57;latinha;488.7;0.36;666.79
2021-06-14;10.67;latinha;119.82;0.41;168.78
2021-06-14;33.59;aço;243.19;0.41;341.8
2021-06-14;19.54;óleo;54.13;0.37;74.05
2021-06-14;37.57;PET PEAD;126.99;0.38;174.82
2021-06-14;16.47;PP BRANCO;49.9;0.43;71.56
2021-06-14;48.44;PP COLORIDO;100.27;0.32;132.01
2021-06-14;34.61;aluminio;327.41;0.3;426.16
2021-06-14;28.1;PP CRISTAL;112.12;0.37;153.95
2021-06-14;20.95;cobre;1275.23;0.43;1828.03
2021-06-14;36.34;bloco;392.47;0.42;557.05
2021-06-14;36.26;cobre;2165.45;0.44;3128.52
2021-06-14;26.52;PP BRANCO;79.29;0.33;105.68
2021-06-14;7.34;aço;52.19;0.33;69.65
2021-06-14;27.09;aço;190.17;0.37;260.67
2021-06-14;32.07;alto impacto;42.33;0.43;60.38
2021-06-14;20.79;PET PEAD;71.31;0.39;99.0
2021-06-14;10.74;placa eletronica;578.03;0.39;804.11
2021-06-14;20.31;papelão;22.54;0.43;32.22
2021-06-14;44.11;papelão;47.64;0.36;64.88
2021-06-14;19.38;PP COLORIDO;39.54;0.42;55.97
2021-06-14;7.59;papelão;8.05;0.35;10.89
2021-06-14;35.31;bateria;229.87;0.41;323.52
2021-06-15;26.11;óleo;68.41;0.43;97.97
2021-06-15;42.84;alto impacto;59.12;0.38;81.83
2021-06-15;10.21;cobre;614.85;0.31;807.07
2021-06-15;11.17;chumbo;113.38;0.35;153.35
2021-06-16;7.31;aluminio;70.4;0.32;92.8
2021-06-16;8.31;chumbo;84.01;0.34;112.67
2021-06-16;0.27;chumbo;2.65;0.32;3.49
2021-06-16;9.65;chumbo;96.21;0.44;138.27
2021-06-17;32.51;PP PRETO;58.52;0.33;77.86
2021-06-17;30.92;PVC vidro;3407.38;0.41;4811.32
2021-06-17;27.27;PP BRANCO;84.81;0.32;111.72
2021-06-17;0.22;óleo;0.61;0.39;0.85
2021-06-17;5.17;bloco;55.01;0.38;75.93
2021-06-17;28.35;PP BRANCO;88.74;0.38;122.51
2021-06-18;9.96;latinha;114.84;0.3;149.4
2021-06-18;5.96;chumbo;60.79;0.34;81.31
2021-06-18;11.13;aluminio;101.39;0.33;135.15
2021-06-18;41.23;alto impacto;54.01;0.42;76.95
2021-06-18;31.05;PVC vidro;3285.4;0.43;4714.26
2021-06-18;1.08;ferro;1.79;0.38;2.47
2021-06-18;1.9;bateria;13.0;0.41;18.39
2021-06-18;44.77;papelão;46.56;0.33;61.88
2021-06-18;12.39;latinha;135.67;0.39;188.15
2021-06-18;14.24;PVC vidro;1538.06;0.37;2109.78
2021-06-18;22.35;bloco;237.58;0.39;329.29
2021-06-18;41.7;PP PRETO;73.81;0.33;98.47
2021-06-18;37.06;cobre;2136.88;0.44;3070.64
2021-06-18;4.59;PP COLORIDO;9.5;0.39;13.18
2021-06-18;44.99;arquivo;49.49;0.42;70.27
2021-06-18;9.79;bateria;65.79;0.36;89.67
2021-06-18;6.55;aço;48.8;0.37;66.83
2021-06-18;33.29;ferro;55.26;0.33;73.69
2021-06-18;34.4;aço;255.25;0.43;365.49
2021-06-18;27.1;PVC vidro;3004.85;0.31;3928.51
2021-06-18;28.95;bateria;201.2;0.34;269.25
2021-06-18;10.5;placa eletronica;578.55;0.39;806.18
2021-06-18;12.6;PP COLORIDO;24.82;0.4;34.85
2021-06-18;30.62;vidro;40.72;0.42;57.99
2021-06-18;16.74;aluminio;153.84;0.36;208.56
2021-06-18;5.33;ferro;8.95;0.39;12.47
2021-06-18;9.19;bloco;98.52;0.33;131.16
2021-06-18;43.21;PP COLORIDO;84.26;0.41;119.06
2021-06-18;43.81;chumbo;447.74;0.39;622.43
2021-06-19;29.14;aço;214.18;0.4;299.62
2021-06-19;8.39;chumbo;87.17;0.43;124.58
2021-06-19;18.37;PET PEAD;63.38;0.44;91.01
2021-06-19;10.52;latinha;121.82;0.33;162.53
2021-06-20;7.63;PET PEAD;25.71;0.42;36.46
2021-06-20;9.39;PP BRANCO;29.39;0.35;39.61
2021-06-20;32.29;PVC vidro;3390.77;0.34;4538.49
2021-06-20;13.32;PVC vidro;1438.43;0.41;2027.06
2021-06-20;19.82;PP COLORIDO;39.24;0.41;55.16
2021-06-20;23.41;PVC vidro;2505.1;0.42;3559.45
2021-06-20;19.76;óleo;51.57;0.4;72.27
2021-06-20;1.89;bloco;19.88;0.44;28.66
2021-06-20;41.29;vidro;54.5;0.4;76.04
2021-06-20;14.62;cobre;876.91;0.39;1222.72
2021-06-20;19.15;PET PEAD;63.96;0.41;90.11
2021-06-20;11.46;latinha;133.62;0.43;191.08
2021-06-20;14.5;alto impacto;20.3;0.37;27.91
2021-06-20;49.88;PP CRISTAL;200.52;0.39;279.58
2021-06-20;27.97;PP BRANCO;87.27;0.4;122.06
2021-06-21;29.25;PVC vidro;3258.16;0.42;4623.49
2021-06-21;48.2;vidro;64.11;0.32;84.73
2021-06-21;23.0;PVC vidro;2450.42;0.32;3228.07
2021-06-21;16.15;aço;119.83;0.39;165.98
2021-06-22;37.63;papelão;39.89;0.41;56.13
2021-06-22;10.18;ferro;16.9;0.35;22.76
2021-06-23;17.36;aluminio;162.66;0.35;219.31
2021-06-23;29.14;papelão;31.76;0.35;42.98
2021-06-23;25.28;papelão;27.81;0.41;39.25
2021-06-23;35.89;chumbo;357.46;0.43;510.16
2021-06-23;29.72;arquivo;32.69;0.3;42.57
2021-06-23;40.96;PP COLORIDO;79.87;0.33;105.94
2021-06-23;47.59;aluminio;439.73;0.44;633.54
2021-06-23;23.48;aluminio;217.42;0.41;305.78
2021-06-23;26.11;alto impacto;36.29;0.38;50.23
2021-06-23;36.56;papelão;40.22;0.37;55.23
